"84","84","CHOCLO CREMOSO AMARILLO x 440 g","CHOCLO CREMOSO AMARILLO x 440 g","no","500","65","0","65","65","123456789","2","1","no","no"," 20210101000101","20210101000101"
"85","85","CHOCLO CREMOSO AMARILLO x 880 g ","CHOCLO CREMOSO AMARILLO x 880 g ","no","500","137","0","137","137","123456789","2","1","no","no"," 20210101000101","20210101000101"
"86","86","CHOCLO CREMOSO BLANCO x 880 g ","CHOCLO CREMOSO BLANCO x 880 g ","no","500","95","0","95","95","123456789","2","1","no","no"," 20210101000101","20210101000101"
"87","87","CHOCLO EN GRANOS AMARILLO x 440 g ","CHOCLO EN GRANOS AMARILLO x 440 g ","no","500","75","0","75","75","123456789","2","1","no","no"," 20210101000101","20210101000101"
"88","88","CHOCLO EN GRANOS AMARILLO x 880 g","CHOCLO EN GRANOS AMARILLO x 880 g","no","500","145","0","145","145","123456789","2","1","no","no"," 20210101000101","20210101000101"
"89","89","CHOCO ALPINO PINS x 1 kg Blanco S/Amargo C/Leche","CHOCO ALPINO PINS x 1 kg Blanco S/Amargo C/Leche","no","500","620","0","620","620","123456789","5","1","no","no"," 20210101000101","20210101000101"
"90","90","CHOCO EN POLVO x 1 kg ","CHOCO EN POLVO x 1 kg ","no","500","650","0","650","650","123456789","5","1","no","no"," 20210101000101","20210101000101"
"91","91","CHOCO LENTEJAS  ARGENFRUT BL X 1kg","CHOCO LENTEJAS  ARGENFRUT BL X 1kg","no","500","825","0","825","825","123456789","5","1","no","no"," 20210101000101","20210101000101"
"92","92","CHOCO LENTEJAS  MAPSA HORNEABLE","CHOCO LENTEJAS  MAPSA HORNEABLE","no","500","780","0","780","780","123456789","5","1","no","no"," 20210101000101","20210101000101"
"93","93","CHOCO RELL Y COB CJ x 1 Ltr","CHOCO RELL Y COB CJ x 1 Ltr","no","500","280","0","280","280","123456789","5","1","no","no"," 20210101000101","20210101000101"
"94","94","CHOCO RELL Y COB LEDEVIT x 45kg","CHOCO RELL Y COB LEDEVIT x 45kg","no","500","1470","0","1470","1470","123456789","5","1","no","no"," 20210101000101","20210101000101"
"95","95","CHOCO TABLETA ALPINO BLANCO  x 500 gr ","CHOCO TABLETA ALPINO BLANCO  x 500 gr ","no","500","300","0","300","300","123456789","5","1","no","no"," 20210101000101","20210101000101"
"96","96","CHOCO TABLETA ALPINO C/LECHE  x 500 gr ","CHOCO TABLETA ALPINO C/LECHE  x 500 gr ","no","500","300","0","300","300","123456789","5","1","no","no"," 20210101000101","20210101000101"
"97","97","CHOCO TABLETA ALPINO S/AMARGO  x 500 gr ","CHOCO TABLETA ALPINO S/AMARGO  x 500 gr ","no","500","300","0","300","300","123456789","5","1","no","no"," 20210101000101","20210101000101"
"98","98","CHORIZO COLORADO 190x Kg","CHORIZO COLORADO 190x Kg","no","500","795","0","795","795","123456789","2","1","no","no"," 20210101000101","20210101000101"
"99","99","COCO RALLADO x 1 kg ","COCO RALLADO x 1 kg ","no","500","555","0","555","555","123456789","5","1","no","no"," 20210101000101","20210101000101"
"100","100","COMINO x 1 kg ","COMINO x 1 kg ","no","500","620","0","620","620","123456789","4","1","no","no"," 20210101000101","20210101000101"
"101","101","COND AJI MOLIDO x 500 g","COND AJI MOLIDO x 500 g","no","500","340","0","340","340","123456789","4","1","no","no"," 20210101000101","20210101000101"
"102","102","COND COMINO x 500 g","COND COMINO x 500 g","no","500","340","0","340","340","123456789","4","1","no","no"," 20210101000101","20210101000101"
"103","103","COND NUEZ MOSCADA x  250 g ","COND NUEZ MOSCADA x  250 g ","no","500","300","0","300","300","123456789","4","1","no","no"," 20210101000101","20210101000101"
"104","104","COND OREGANO x 500 g","COND OREGANO x 500 g","no","500","340","0","340","340","123456789","4","1","no","no"," 20210101000101","20210101000101"
"105","105","COND P/PIZZA x  500 g","COND P/PIZZA x  500 g","no","500","340","0","340","340","123456789","4","1","no","no"," 20210101000101","20210101000101"
"106","106","COND PIMENTON comun x 500 g","COND PIMENTON comun x 500 g","no","500","240","0","240","240","123456789","4","1","no","no"," 20210101000101","20210101000101"
"107","107","COND PIMENTON puro x 500 g","COND PIMENTON puro x 500 g","no","500","300","0","300","300","123456789","4","1","no","no"," 20210101000101","20210101000101"
"108","108","COND PIMIENTA BLANCA / NEGRA x 500 g","COND PIMIENTA BLANCA / NEGRA x 500 g","no","500","360","0","360","360","123456789","4","1","no","no"," 20210101000101","20210101000101"
"109","109","CONDIMENTO P / ARROZ x 1 kg","CONDIMENTO P / ARROZ x 1 kg","no","500","420","0","420","420","123456789","4","1","no","no"," 20210101000101","20210101000101"
"110","110","CONDIMENTO P / HAMBURGUESA x 1 kg","CONDIMENTO P / HAMBURGUESA x 1 kg","no","500","310","0","310","310","123456789","4","1","no","no"," 20210101000101","20210101000101"
"111","111","CONDIMENTO P / MILANESA x 1 kg","CONDIMENTO P / MILANESA x 1 kg","no","500","420","0","420","420","123456789","4","1","no","no"," 20210101000101","20210101000101"
"112","112","CONDIMENTO P RAVIOLES ","CONDIMENTO P RAVIOLES ","no","500","480","0","480","480","123456789","4","1","no","no"," 20210101000101","20210101000101"
"113","113","CREMA CHANTY / VAINILLA RELL Y COB POTE x 05 kg ","CREMA CHANTY / VAINILLA RELL Y COB POTE x 05 kg ","no","500","145","0","145","145","123456789","5","1","no","no"," 20210101000101","20210101000101"
"114","114","CREMA CHANTY/VAINILLA RELL Y COB POTE x 1 kg ","CREMA CHANTY/VAINILLA RELL Y COB POTE x 1 kg ","no","500","395","0","395","395","123456789","5","1","no","no"," 20210101000101","20210101000101"
"115","115","CREMA CHOCO  RELL Y COB LEDEVIT POTE x 05 kg ","CREMA CHOCO  RELL Y COB LEDEVIT POTE x 05 kg ","no","500","160","0","160","160","123456789","5","1","no","no"," 20210101000101","20210101000101"
"116","116","CREMA CHOCO LEDEVIT x 1kg","CREMA CHOCO LEDEVIT x 1kg","no","500","395","0","395","395","123456789","5","1","no","no"," 20210101000101","20210101000101"
"117","117","CREMA LEDEVIT CHOCOLATE x 47 kg","CREMA LEDEVIT CHOCOLATE x 47 kg","no","500","1470","0","1470","1470","123456789","5","1","no","no"," 20210101000101","20210101000101"
"118","118","CREMA LEDEVIT Vainilla x 47 kg","CREMA LEDEVIT Vainilla x 47 kg","no","500","1380","0","1380","1380","123456789","5","1","no","no"," 20210101000101","20210101000101"
"119","119","CREMA PASTELERA LEDEVIT x 250 gr POLVO ","CREMA PASTELERA LEDEVIT x 250 gr POLVO ","no","500","330","0","330","330","123456789","5","1","no","no"," 20210101000101","20210101000101"
"120","120","CREMA x 5 Lts","CREMA x 5 Lts","no","500","2020","0","2020","2020","123456789","5","1","no","no"," 20210101000101","20210101000101"
"121","121","CURCUMA x 1 kg","CURCUMA x 1 kg","no","500","580","0","580","580","123456789","4","1","no","no"," 20210101000101","20210101000101"
"122","122","CURRY x 1 kg","CURRY x 1 kg","no","500","420","0","420","420","123456789","4","1","no","no"," 20210101000101","20210101000101"
"123","123","DULCE DE BATATA LISO/CHOCO CAJA CAYFAR x 5kg","DULCE DE BATATA LISO/CHOCO CAJA CAYFAR x 5kg","no","500","555","0","555","555","123456789","5","1","no","no"," 20210101000101","20210101000101"
"124","124","DULCE DE BATATA LISO/CHOCO LATA CAYFAR x 5kg ","DULCE DE BATATA LISO/CHOCO LATA CAYFAR x 5kg ","no","500","705","0","705","705","123456789","5","1","no","no"," 20210101000101","20210101000101"
"125","125","DULCE DE LECHE  IL CONSIGLIERI x 1 kg ","DULCE DE LECHE  IL CONSIGLIERI x 1 kg ","no","500","310","0","310","310","123456789","5","1","no","no"," 20210101000101","20210101000101"
"126","126","DULCE DE LECHE  IL CONSIGLIERI x 3 kg ","DULCE DE LECHE  IL CONSIGLIERI x 3 kg ","no","500","700","0","700","700","123456789","5","1","no","no"," 20210101000101","20210101000101"
"127","127","DULCE DE LECHE LOS MORITANES x 10 kg","DULCE DE LECHE LOS MORITANES x 10 kg","no","500","1755","0","1755","1755","123456789","5","1","no","no"," 20210101000101","20210101000101"
