"117","117","HAMBURGUESA CARNE PATY SUPER 40x125 grs ","HAMBURGUESA CARNE PATY SUPER 40x125 grs ","no","100","1","0","6320","1","123456905","1","1","no","no","1","no","20210101000101","20210101000101"
"118","118","ALMENDRA ENTERA x kg","ALMENDRA ENTERA x kg","no","100","1","0","1780","1","123456906","1","1","no","no","1","no","20210101000101","20210101000101"
"119","119","ALMIDON DE MAIZ (MAICENA) x 10 Kg","ALMIDON DE MAIZ (MAICENA) x 10 Kg","no","100","1","0","1400","1","123456907","1","1","no","no","1","no","20210101000101","20210101000101"
"120","120","ALMIDON DE MAIZ (MAICENA) x Kg","ALMIDON DE MAIZ (MAICENA) x Kg","no","100","1","0","255","1","123456908","1","1","no","no","1","no","20210101000101","20210101000101"
"121","121","ANANA EN RODAJAS LATA 850gr","ANANA EN RODAJAS LATA 850gr","no","100","1","0","550","1","123456909","1","1","no","no","1","no","20210101000101","20210101000101"
"122","122","ANIZ EN GRANO x 1 kg","ANIZ EN GRANO x 1 kg","no","100","1","0","660","1","123456910","1","1","no","no","1","no","20210101000101","20210101000101"
"123","123","AZUCAR IMPALPABLE CIRCE BOLSA x 10 Kg","AZUCAR IMPALPABLE CIRCE BOLSA x 10 Kg","no","100","1","0","1495","1","123456911","1","1","no","no","1","no","20210101000101","20210101000101"
"124","124","AZUCAR IMPALPABLE TALCO  x 1 Kg","AZUCAR IMPALPABLE TALCO  x 1 Kg","no","100","1","0","190","1","123456912","1","1","no","no","1","no","20210101000101","20210101000101"
"125","125","AZUCAR IMPALPABLE TALCO  x 10 Kg","AZUCAR IMPALPABLE TALCO  x 10 Kg","no","100","1","0","1900","1","123456913","1","1","no","no","1","no","20210101000101","20210101000101"
"126","126","AZUCAR NEGRA x 1 kg","AZUCAR NEGRA x 1 kg","no","100","1","0","220","1","123456914","1","1","no","no","1","no","20210101000101","20210101000101"
"127","127","AZUCAR PACK x 10Kg","AZUCAR PACK x 10Kg","no","100","1","0","1030","1","123456915","1","1","no","no","1","no","20210101000101","20210101000101"
"128","128","BETACAROTENO x 5 kg","BETACAROTENO x 5 kg","no","100","1","0","4200","1","123456916","1","1","no","no","1","no","20210101000101","20210101000101"
"129","129","BICARBONATO  x 1kg","BICARBONATO  x 1kg","no","100","1","0","450","1","123456917","1","1","no","no","1","no","20210101000101","20210101000101"
"130","130","CACAO AMARGO x 1 kg","CACAO AMARGO x 1 kg","no","100","1","0","770","1","123456918","1","1","no","no","1","no","20210101000101","20210101000101"
"131","131","CARAMELO LIQUIDO x 125 kg ","CARAMELO LIQUIDO x 125 kg ","no","100","1","0","440","1","123456919","1","1","no","no","1","no","20210101000101","20210101000101"
"132","132","CASTAÑA CAJU x kg","CASTAÑA CAJU x kg","no","100","1","0","1530","1","123456920","1","1","no","no","1","no","20210101000101","20210101000101"
"133","133","CEREZA CURICO LATA x 31 kg","CEREZA CURICO LATA x 31 kg","no","100","1","0","2200","1","123456921","1","1","no","no","1","no","20210101000101","20210101000101"
"134","134","CEREZAS CEREZQUINAS BALDE x 31kg","CEREZAS CEREZQUINAS BALDE x 31kg","no","100","1","0","2270","1","123456922","1","1","no","no","1","no","20210101000101","20210101000101"
"135","135","CHIPS MAPSA x 1KG","CHIPS MAPSA x 1KG","no","100","1","0","660","1","123456923","1","1","no","no","1","no","20210101000101","20210101000101"
"136","136","CHOCO ALPINO PINS x 1 kg Blanco S/Amargo C/Leche","CHOCO ALPINO PINS x 1 kg Blanco S/Amargo C/Leche","no","100","1","0","900","1","123456924","1","1","no","no","1","no","20210101000101","20210101000101"
"137","137","CHOCO TABLETA ALPINO BLANCO  x 500 gr ","CHOCO TABLETA ALPINO BLANCO  x 500 gr ","no","100","1","0","440","1","123456925","1","1","no","no","1","no","20210101000101","20210101000101"
"138","138","CHOCO TABLETA ALPINO C/LECHE  x 500 gr ","CHOCO TABLETA ALPINO C/LECHE  x 500 gr ","no","100","1","0","440","1","123456926","1","1","no","no","1","no","20210101000101","20210101000101"
"139","139","CHOCO TABLETA ALPINO S/AMARGO  x 500 gr ","CHOCO TABLETA ALPINO S/AMARGO  x 500 gr ","no","100","1","0","440","1","123456927","1","1","no","no","1","no","20210101000101","20210101000101"
"140","140","COCO RALLADO x 1 kg ","COCO RALLADO x 1 kg ","no","100","1","0","800","1","123456928","1","1","no","no","1","no","20210101000101","20210101000101"
